,PetID,Type,Name,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,State,Quantity,Fee,VideoAmt,PhotoAmt,AdoptionSpeed
3106,3b1009a30,Cat,Still Water,2,Siamese,Siamese,Female,Brown,White,White,Small,Short,NA,NA,NA,Healthy,Kuala Lumpur,1,0,0,4.0,4
3107,523912c83,Cat,Buster,6,American Shorthair,American Shorthair,Male,Yellow,White,White,Small,Short,No,No,No,Healthy,Kuala Lumpur,1,0,0,3.0,1
3108,70b7cb06d,Cat,Still Water,7,Domestic Short Hair,Domestic Short Hair,Male,Gray,White,White,Medium,Short,No,Yes,No,Healthy,Selangor,1,0,0,1.0,4
3109,c42153e51,Dog,Gracie,1,Mixed Breed,Mixed Breed,Female,Cream,Cream,Cream,Medium,Short,No,Yes,No,Healthy,Selangor,1,0,0,1.0,3
3110,d6b97e7ca,Dog,Puppy,2,Mixed Breed,Mixed Breed,Male,Cream,Cream,Cream,Medium,Medium,No,Yes,No,Healthy,Perak,1,0,0,1.0,4
3111,5bd725e47,Dog,Still Water,3,Mixed Breed,Mixed Breed,Mixed,Black,Brown,Brown,Large,Short,NA,NA,NA,Healthy,Selangor,3,0,0,12.0,3
3112,e995f65fc,Cat,Viper,11,Domestic Short Hair,Domestic Short Hair,Male,Golden,White,White,Medium,Short,No,No,No,Healthy,Negeri Sembilan,1,0,0,3.0,4
3113,bea39d7ec,Cat,Cremeo,2,Domestic Medium Hair,Domestic Medium Hair,Male,Brown,Golden,Golden,Medium,Short,NA,Yes,No,Healthy,Negeri Sembilan,1,0,0,1.0,3
3114,abc9c4207,Cat,Adorable Kitten.,1,Domestic Short Hair,Domestic Short Hair,Male,Black,Cream,Gray,Small,Short,No,No,No,Healthy,Kuala Lumpur,1,0,0,5.0,1
3115,cf44e1a59,Cat,Tigger,4,Domestic Short Hair,Domestic Short Hair,Male,Golden,Golden,Golden,Medium,Medium,Yes,Yes,No,Healthy,Selangor,1,0,0,2.0,2
3116,22de1a590,Dog,Mac,1,Mixed Breed,Mixed Breed,Male,Black,Brown,White,Medium,Short,No,No,No,Healthy,Pulau Pinang,1,20,0,1.0,2
3117,194acc3f9,Dog,3 QQ PRINCESS,1,German Spitz,German Shepherd Dog,Female,Black,Brown,White,Medium,Medium,No,No,No,Healthy,Selangor,3,0,0,4.0,2
3118,399cacd30,Cat,Mr. Potato,6,Domestic Short Hair,Domestic Short Hair,Male,Brown,White,White,Medium,Short,Yes,Yes,No,Healthy,Negeri Sembilan,1,0,0,1.0,4
3119,81eb7857d,Cat,Cleopatra,2,Domestic Short Hair,Domestic Short Hair,Female,Black,Brown,Brown,Medium,Short,No,No,No,Healthy,Selangor,1,20,0,1.0,4
3120,4657ae5ac,Cat,Lucky,1,Oriental Long Hair,Oriental Long Hair,Male,Black,Brown,White,Medium,Medium,No,No,No,Minor Injury,Selangor,1,0,0,3.0,0
3121,8ead3a355,Cat,Still Water,2,Domestic Short Hair,Domestic Short Hair,Female,Black,Black,Black,Small,Short,No,No,No,Healthy,Kuala Lumpur,1,0,0,3.0,4
3122,ba804d3fa,Dog,Bugs -,12,Mixed Breed,Mixed Breed,Male,Black,Golden,White,Medium,Short,NA,NA,NA,Healthy,Pulau Pinang,1,0,0,3.0,2
3123,d899c9ef7,Dog,Goldo,24,Mixed Breed,Mixed Breed,Male,Black,Black,Black,Large,Medium,Yes,Yes,Yes,Healthy,Negeri Sembilan,1,30,0,4.0,4
3124,06634513c,Cat,Four Kittens,2,Domestic Medium Hair,Domestic Medium Hair,Male,Black,Gray,Gray,Medium,Medium,No,No,No,Healthy,Selangor,4,0,0,1.0,2
3125,67f174628,Dog,Rainy Girl,5,Mixed Breed,Mixed Breed,Female,Cream,Cream,Cream,Medium,Short,Yes,Yes,Yes,Healthy,Kuala Lumpur,1,0,0,4.0,4
3126,ecba82fc3,Dog,Miko,1,Mixed Breed,Mixed Breed,Female,Cream,White,White,Medium,Short,No,No,No,Healthy,Selangor,1,0,0,10.0,3
3127,7e19f2890,Cat,Ricco,14,Siamese,Siamese,Male,Brown,Cream,Cream,Medium,Medium,Yes,Yes,Yes,Healthy,Kuala Lumpur,1,0,0,3.0,2
3128,7e2ce5b3e,Dog,Patches,2,Mixed Breed,Mixed Breed,Female,Black,White,White,Medium,Short,No,No,No,Healthy,Selangor,1,0,0,6.0,2
3129,258026ebe,Cat,Alice & Alan (Kuci & Kucu),2,Turkish Van,Turkish Van,Mixed,Black,White,White,Small,Short,Yes,Yes,NA,Healthy,Sabah,2,0,0,2.0,3
3130,29d752f7f,Dog,Lola,7,Mixed Breed,Mixed Breed,Female,Black,Brown,Brown,Small,Short,Yes,Yes,Yes,Healthy,Selangor,1,0,0,1.0,4
3131,64ea61ea7,Cat,Still Water,0,Domestic Short Hair,Domestic Short Hair,Male,Black,Black,Black,Small,Short,No,No,No,Healthy,Selangor,1,0,0,2.0,4
3132,3060de782,Cat,Pudding,5,Domestic Short Hair,Persian,Male,Brown,Golden,Yellow,Medium,Long,No,Yes,No,Healthy,Selangor,1,80,0,7.0,1
3133,b3f1c8d27,Cat,Olaf And Snowball,6,Domestic Medium Hair,Domestic Medium Hair,Mixed,Black,White,White,Medium,Medium,No,No,No,Healthy,Selangor,2,0,0,3.0,4
3134,d0566e4db,Dog,Still Water,3,Mixed Breed,Mixed Breed,Male,Black,Brown,Cream,Medium,Short,Yes,Yes,No,Healthy,Selangor,1,0,0,2.0,4
3135,dc589864d,Dog,Cleopatra,3,Mixed Breed,Mixed Breed,Female,Brown,White,White,Medium,Short,No,No,No,Healthy,Selangor,1,0,0,5.0,3
3136,49f3710f9,Dog,âª URGENT:Kingsley âª,12,Mixed Breed,Mixed Breed,Male,Black,Brown,White,Medium,Medium,Yes,Yes,Yes,Healthy,Johor,1,0,0,6.0,4
3137,4d4c7be64,Dog,Still Water,1,Mixed Breed,Mixed Breed,Mixed,Brown,Brown,Brown,Medium,Medium,No,No,No,Healthy,Selangor,4,0,0,4.0,3
3138,ada57411b,Dog,Maddy,2,Mixed Breed,Mixed Breed,Female,Black,Brown,Brown,Medium,Medium,NA,NA,No,Healthy,Selangor,1,0,0,3.0,2
3139,e90451ea4,Dog,Panda_Puppy_Female_2 Months Old,2,Spitz,Mixed Breed,Female,Black,White,White,Small,Medium,No,No,No,Healthy,Pahang,3,0,0,5.0,1
3140,cc13183c3,Cat,Kittens,1,Domestic Short Hair,Domestic Short Hair,Female,Black,White,White,Medium,Short,No,Yes,No,Healthy,Pulau Pinang,3,50,0,8.0,3
3141,be21567c3,Cat,Tom,2,Domestic Long Hair,Domestic Long Hair,Male,Golden,White,White,Medium,Long,No,Yes,No,Healthy,Selangor,1,0,0,2.0,4
3142,1e72112bc,Dog,Still Water,21,Pug,Pug,Male,Black,Brown,Cream,Small,Short,No,No,No,Healthy,Selangor,1,500,0,1.0,3
3143,9bfb6a77f,Dog,Still Water,1,Mixed Breed,Mixed Breed,Mixed,Black,Brown,Cream,Medium,Short,No,No,No,Healthy,Selangor,6,0,0,4.0,2
3144,7013035d9,Dog,Swee Lee,2,Mixed Breed,Mixed Breed,Female,Black,Brown,Brown,Medium,Short,Yes,Yes,No,Healthy,Selangor,1,0,0,2.0,3
3145,6c4d7b09f,Dog,King,36,Schnauzer,Schnauzer,Male,White,White,White,Small,Short,Yes,Yes,No,Healthy,Kuala Lumpur,1,0,0,1.0,1
3146,be3247b2c,Dog,Shasha,2,German Shepherd Dog,Mixed Breed,Female,Black,Brown,Brown,Medium,Medium,NA,NA,No,Healthy,Selangor,1,0,0,3.0,3
3147,0ff7245bd,Dog,Cooper,52,Husky,Husky,Male,Black,Cream,Gray,Medium,Medium,Yes,Yes,No,Healthy,Kuala Lumpur,1,100,0,5.0,1
3148,26b70a13a,Cat,Nondi (Kira),2,Domestic Short Hair,Domestic Short Hair,Female,Gray,White,White,Medium,Short,No,Yes,No,Minor Injury,Kuala Lumpur,1,0,0,6.0,1
3149,40309f25c,Dog,Cheeky,2,Mixed Breed,Mixed Breed,Male,Brown,Brown,Brown,Medium,Short,No,No,No,Healthy,Selangor,1,0,0,1.0,2
3150,419267690,Cat,Snow,18,Domestic Short Hair,Domestic Short Hair,Mixed,Black,Golden,White,Medium,Medium,No,No,No,Minor Injury,Selangor,4,0,0,3.0,3
3151,a44b2389a,Dog,Royyy,4,Mixed Breed,Golden Retriever,Male,Golden,Golden,Golden,Medium,Medium,Yes,No,Yes,Healthy,Selangor,1,0,0,2.0,4
3152,600f8eb25,Cat,BabyCat,1,Domestic Short Hair,Domestic Short Hair,Male,Black,Cream,Cream,Small,Short,No,Yes,No,Healthy,Selangor,1,0,0,4.0,1
3153,1cd363542,Cat,Annabelle,3,Domestic Short Hair,Domestic Short Hair,Female,White,White,White,Small,Short,Yes,Yes,No,Healthy,Kuala Lumpur,1,0,0,3.0,1
3154,d4bb8cf0a,Dog,Bacon,60,Shih Tzu,Shih Tzu,Female,Black,White,White,Medium,Medium,NA,NA,Yes,Healthy,Selangor,1,0,0,4.0,2
3155,06904db12,Cat,Angus Dan Hugo,4,Domestic Short Hair,Domestic Short Hair,Male,Black,Golden,White,Small,Short,No,Yes,No,Healthy,Melaka,2,0,0,1.0,2
3156,f98b9d62a,Cat,Mika,3,Bengal,American Shorthair,Male,Golden,Yellow,Cream,Medium,Short,No,No,No,Healthy,Selangor,1,0,0,3.0,1
3157,92586e5a3,Dog,Rum,36,Golden Retriever,Mixed Breed,Male,Golden,Golden,Golden,Extra Large,Medium,Yes,Yes,Yes,Healthy,Selangor,1,0,0,1.0,3
3158,9f3fc8a95,Cat,Zorro,12,Siamese,Maine Coon,Male,Black,Golden,White,Medium,Medium,NA,Yes,No,Healthy,Selangor,1,100,0,4.0,3
3159,4989496c6,Cat,TinTin,3,Domestic Short Hair,Tabby,Male,Black,Gray,White,Small,Short,Yes,Yes,No,Healthy,Pulau Pinang,1,0,1,4.0,2
3160,df3756483,Cat,Four Furkids,17,Domestic Short Hair,Domestic Short Hair,Mixed,Brown,Gray,Gray,Medium,Medium,No,No,No,Healthy,Kuala Lumpur,4,0,0,4.0,4
3161,46bb277b5,Dog,8 Puppies @kota Kemuning,1,Mixed Breed,Mixed Breed,Mixed,Black,Brown,White,Large,Short,No,No,No,Healthy,Selangor,8,0,0,4.0,3
3162,35c761c35,Cat,"Caca, Cucu, Tompok & Jantan.",3,Domestic Medium Hair,Domestic Medium Hair,Mixed,Brown,Yellow,White,Medium,Short,No,No,No,Healthy,Pahang,4,0,0,4.0,3
3163,30fac18f7,Cat,Cream,2,Domestic Short Hair,Domestic Short Hair,Male,Cream,Cream,Cream,Small,Short,No,No,No,Healthy,Selangor,1,50,0,2.0,4
3164,3d9a62b53,Dog,JoJo,48,Poodle,Poodle,Female,Cream,Cream,Cream,Small,Medium,Yes,Yes,Yes,Healthy,Selangor,1,250,0,4.0,2
3165,51226d067,Dog,Still Water,2,Mixed Breed,Mixed Breed,Female,Brown,Cream,Cream,Medium,Short,Yes,Yes,No,Healthy,Selangor,1,0,0,5.0,2
3166,24dfcc985,Dog,Still Water,5,Golden Retriever,Labrador Retriever,Female,Golden,Yellow,Yellow,Medium,Medium,NA,Yes,Yes,Healthy,Pulau Pinang,1,0,0,5.0,4
3167,807ea3b72,Dog,Still Water,4,Mixed Breed,Mixed Breed,Female,White,White,White,Small,Short,Yes,Yes,NA,Healthy,Selangor,1,0,0,2.0,2
3168,f432156e6,Cat,Tiggy,4,Bengal,Domestic Short Hair,Male,Black,Black,Black,Medium,Short,Yes,Yes,No,Healthy,Selangor,1,0,0,2.0,1
3169,e932a94c6,Dog,Ruvv,24,Mixed Breed,Mixed Breed,Male,Black,Yellow,Yellow,Medium,Short,NA,NA,NA,Healthy,Johor,1,0,0,3.0,3
3170,1347325db,Cat,Mozilla,4,Domestic Medium Hair,Domestic Medium Hair,Female,Black,Brown,Brown,Large,Medium,No,No,No,Healthy,Kuala Lumpur,1,0,0,7.0,0
3171,11d50c573,Dog,D198(250415),31,Mixed Breed,Mixed Breed,Female,Golden,Cream,Cream,Small,Short,Yes,Yes,Yes,Healthy,Selangor,1,80,0,5.0,4
3172,6b53bf64d,Cat,Hans,4,Domestic Short Hair,Domestic Short Hair,Male,Brown,Cream,Gray,Small,Short,Yes,Yes,No,Healthy,Selangor,1,0,0,5.0,2
3173,24750a30f,Cat,Datuk,54,Domestic Short Hair,Domestic Short Hair,Male,Golden,Yellow,White,Medium,Short,Yes,Yes,Yes,Healthy,Kuala Lumpur,1,0,0,2.0,4
3174,110242085,Cat,Bamboo,7,Domestic Short Hair,Domestic Short Hair,Male,Golden,Golden,Golden,Medium,Short,Yes,Yes,Yes,Healthy,Kuala Lumpur,1,0,0,3.0,4
3175,a2c44393c,Dog,Still Water,2,Mixed Breed,Mixed Breed,Mixed,Black,Yellow,White,Medium,Short,No,No,No,Healthy,Kuala Lumpur,6,0,0,6.0,2
3176,e998d6d60,Cat,å°ç½(Little White),4,Siamese,Siamese,Female,Brown,White,White,Small,Short,Yes,Yes,No,Healthy,Kuala Lumpur,1,400,0,4.0,2
3177,7112952b7,Cat,"Tina, Jaylyn & Noah",2,Domestic Short Hair,Domestic Short Hair,Mixed,Black,Brown,Golden,Medium,Short,Yes,Yes,NA,Healthy,Pulau Pinang,3,0,0,4.0,2
3178,f86f15c15,Dog,Sausage,36,Dachshund,Mixed Breed,Female,Brown,Brown,Brown,Small,Medium,NA,NA,NA,Healthy,Pulau Pinang,1,0,0,1.0,4
3179,8cccc67d4,Cat,BEE,8,British Shorthair,Calico,Female,Brown,Brown,Brown,Medium,Medium,Yes,Yes,No,Healthy,Selangor,1,200,0,3.0,3
3180,9d4f21d40,Cat,Butter,36,Domestic Short Hair,Domestic Short Hair,Female,Cream,Gray,White,Medium,Short,No,Yes,Yes,Healthy,Selangor,1,0,0,16.0,2
3181,eddd81378,Dog,COUGAR,14,Labrador Retriever,Mixed Breed,Male,White,White,White,Medium,Medium,No,No,No,Healthy,Selangor,1,0,0,4.0,0
3182,30917edfa,Dog,Adorable Beagle,31,Beagle,Beagle,Male,Brown,White,White,Medium,Short,Yes,Yes,No,Healthy,Selangor,1,400,0,1.0,3
3183,ec40d007f,Dog,Latte,2,Mixed Breed,Mixed Breed,Female,Cream,Cream,Cream,Medium,Short,No,No,No,Healthy,Selangor,1,0,0,8.0,3
3184,ba8ead296,Dog,Sundae,17,Shih Tzu,Shih Tzu,Male,White,White,White,Medium,Short,Yes,Yes,No,Healthy,Kuala Lumpur,1,155,0,0.0,4
3185,ed7c0ebb1,Dog,GUGU,46,Poodle,Poodle,Female,Cream,White,White,Small,Long,Yes,Yes,Yes,Healthy,Kuala Lumpur,1,0,0,1.0,3
3186,f4ea05a34,Cat,Ajiz,2,Domestic Short Hair,Bengal,Male,Black,Brown,Brown,Small,Medium,No,No,No,Healthy,Johor,1,0,0,2.0,0
3187,fb9474822,Cat,Dina,2,Domestic Short Hair,Domestic Short Hair,Female,Black,Gray,Gray,Small,Short,No,No,No,Healthy,Selangor,1,0,0,2.0,4
3188,45e750d0d,Cat,Kitty,3,Domestic Short Hair,Domestic Short Hair,Female,Black,Golden,White,Medium,Short,Yes,Yes,Yes,Healthy,Selangor,1,0,0,10.0,1
3189,bd6528981,Dog,Sparky,2,Mixed Breed,Mixed Breed,Male,Brown,White,White,Small,Short,NA,NA,NA,Healthy,Selangor,1,0,0,1.0,4
3190,6bf08dced,Dog,Boo Bear,1,Mixed Breed,Mixed Breed,Male,Black,Golden,Golden,Medium,Medium,Yes,Yes,No,Healthy,Selangor,1,0,0,8.0,3
3191,5fd83540b,Cat,Fluffy,1,Domestic Short Hair,Domestic Short Hair,Female,Yellow,White,White,Medium,Short,No,No,No,Healthy,Selangor,1,0,0,1.0,3
3192,63adeea51,Dog,5 Puppies,2,Mixed Breed,Mixed Breed,Mixed,Black,Yellow,White,Medium,Short,No,No,No,Healthy,Pulau Pinang,5,0,0,5.0,4
3193,b70d0abec,Cat,Toranj & Naranj,17,Domestic Medium Hair,Domestic Medium Hair,Mixed,Golden,Golden,Golden,Large,Medium,Yes,Yes,Yes,Healthy,Kuala Lumpur,2,0,0,5.0,4
3194,a7f58a6e4,Cat,Panda,7,Maine Coon,Siamese,Male,Black,White,White,Large,Medium,No,Yes,No,Healthy,Selangor,1,70,0,5.0,3
3195,ce5bb821a,Dog,Buffy,120,Mixed Breed,Mixed Breed,Female,Brown,Brown,Brown,Medium,Medium,No,No,Yes,Healthy,Melaka,1,0,0,1.0,4
3196,4cc55b081,Cat,"2 Hungry, Crying Kittens",1,Domestic Short Hair,Domestic Short Hair,Mixed,Brown,Golden,Gray,Medium,Short,No,No,No,Healthy,Kuala Lumpur,2,0,0,14.0,4
3197,d0b98e001,Dog,Sumi,36,English Cocker Spaniel,English Cocker Spaniel,Female,Brown,Brown,Brown,Medium,Medium,Yes,Yes,No,Healthy,Selangor,1,0,0,2.0,1
3198,5afb6da05,Cat,Ginger,9,Domestic Short Hair,Domestic Short Hair,Male,Golden,Golden,Golden,Medium,Short,No,No,No,Healthy,Kuala Lumpur,1,0,0,1.0,4
3199,832a83f42,Cat,Dante,2,American Shorthair,American Shorthair,Male,Golden,Golden,Golden,Large,Medium,Yes,Yes,No,Healthy,Kuala Lumpur,1,0,1,4.0,2
3200,2ca18c1e3,Cat,Comel,5,Domestic Short Hair,Domestic Short Hair,Male,Black,Brown,White,Small,Short,NA,NA,NA,Healthy,Selangor,1,0,0,9.0,2
3201,3e158c21e,Dog,Jerry,50,Chihuahua,Shih Tzu,Male,Brown,Brown,Brown,Medium,Short,No,No,Yes,Healthy,Johor,1,0,0,3.0,4
3202,85587ad13,Cat,Kristy  23-10-10 - Returned,16,Domestic Short Hair,Domestic Short Hair,Female,Gray,White,White,Medium,Short,No,Yes,Yes,Healthy,Selangor,1,0,0,10.0,4
3203,1cccac540,Dog,Patches,1,Mixed Breed,Mixed Breed,Female,Brown,White,White,Medium,Short,NA,NA,NA,Healthy,Selangor,1,0,0,3.0,1
3204,7131cab79,Dog,3months,3,Mixed Breed,Mixed Breed,Female,Black,Brown,White,Medium,Medium,No,Yes,No,Healthy,Selangor,1,100,0,10.0,2
3205,daa05bb76,Cat,Minion,24,Domestic Long Hair,Domestic Long Hair,Female,Brown,Brown,Brown,Medium,Long,Yes,Yes,Yes,Healthy,Johor,2,150,0,1.0,1
3206,a9f6ed0cb,Dog,Lucky,48,Mixed Breed,Mixed Breed,Male,Black,White,White,Large,Short,Yes,Yes,Yes,Healthy,Negeri Sembilan,1,100,0,4.0,2
3207,f80bf9a51,Dog,Pup #1,2,Mixed Breed,Mixed Breed,Female,Black,Brown,Gray,Medium,Short,No,No,No,Healthy,Selangor,4,0,0,1.0,2
3208,dc88ebe46,Dog,HERO,6,Golden Retriever,Golden Retriever,Male,Golden,Golden,Golden,Large,Long,Yes,Yes,No,Healthy,Selangor,1,0,0,1.0,0
3209,65e75b92e,Dog,Puppies,2,Mixed Breed,Mixed Breed,Mixed,Black,Brown,White,Medium,Short,No,No,No,Healthy,Selangor,6,0,0,5.0,1
3210,5bd0c6dc7,Dog,UNAKI,2,Mixed Breed,Mixed Breed,Female,Black,Cream,Cream,Medium,Medium,No,No,No,Healthy,Perak,1,0,0,1.0,2
3211,b4d54e67c,Dog,Brown Male Pup,2,Mixed Breed,Mixed Breed,Male,Brown,Brown,Brown,Medium,Short,No,No,No,Healthy,Kuala Lumpur,1,0,0,1.0,1
3212,495528ba4,Cat,Pebbles,9,Domestic Short Hair,Silver,Male,Gray,Gray,Gray,Medium,Medium,No,Yes,No,Healthy,Kuala Lumpur,1,10,0,3.0,2
3213,e8020cb33,Cat,Yokan & Moki,6,Tabby,Tabby,Mixed,Gray,White,White,Small,Short,No,Yes,No,Healthy,Johor,2,0,0,1.0,3
3214,4c6048341,Cat,Chubby Kittens Need Caring Home.,0,Domestic Medium Hair,Domestic Medium Hair,Mixed,Black,Brown,White,Small,Medium,No,No,No,Healthy,Selangor,3,0,0,7.0,1
3215,1b91e1082,Dog,MOLLY,2,Mixed Breed,Mixed Breed,Female,Brown,Brown,Brown,Medium,Short,Yes,Yes,No,Healthy,Selangor,1,0,0,8.0,2
3216,b4d341b10,Dog,Tom 1,4,Mixed Breed,Mixed Breed,Male,Brown,White,White,Medium,Medium,Yes,Yes,No,Healthy,Selangor,1,0,0,2.0,2
3217,c36ffffdc,Dog,Brownie,11,Mixed Breed,Mixed Breed,Female,Brown,Cream,Cream,Small,Short,NA,Yes,No,Healthy,Kuala Lumpur,1,0,0,6.0,3
3218,6697a7f62,Dog,Cute Brown Pup,3,Mixed Breed,Mixed Breed,Male,Brown,Brown,Brown,Medium,Medium,No,No,No,Healthy,Selangor,1,0,0,1.0,4
3220,cc3fe68d2,Dog,Pony,3,Mixed Breed,Mixed Breed,Female,Brown,White,White,Medium,Medium,Yes,Yes,No,Healthy,Selangor,1,50,0,1.0,2
3221,c1278fe60,Cat,Boris,4,Domestic Short Hair,Domestic Short Hair,Male,Brown,Brown,Brown,Medium,Short,No,Yes,Yes,Healthy,Selangor,1,0,0,2.0,2
3222,eb3d2466f,Cat,Mini,10,Domestic Long Hair,Domestic Long Hair,Female,Golden,Gray,Gray,Medium,Long,NA,NA,NA,Healthy,Kuala Lumpur,1,0,0,3.0,0
3223,d0b74ed53,Cat,Kittens Cumil,1,Domestic Medium Hair,Domestic Medium Hair,Mixed,Black,Cream,White,Small,Medium,No,No,No,Healthy,Selangor,5,0,0,1.0,4
3224,dbaa03313,Dog,Yuki,48,Schnauzer,Schnauzer,Male,White,White,White,Small,Long,Yes,Yes,NA,Minor Injury,Selangor,1,0,0,4.0,1
3225,4bce78644,Dog,"Pokemon, Mario & Buttercup",4,Mixed Breed,Mixed Breed,Mixed,Brown,Brown,Brown,Medium,Medium,Yes,Yes,Yes,Healthy,Selangor,3,0,0,3.0,4
3226,9296c9064,Dog,Bee Bee Puppy I,10,Mixed Breed,Mixed Breed,Male,Black,Brown,Cream,Medium,Short,No,No,No,Healthy,Selangor,1,0,0,9.0,3
3227,92ee0c92b,Cat,Rudra,2,Domestic Short Hair,Domestic Short Hair,Male,Black,White,White,Medium,Medium,Yes,Yes,No,Healthy,Selangor,1,0,0,11.0,3
3228,c66f97de2,Dog,Terry,5,Terrier,Mixed Breed,Female,Black,White,White,Small,Short,Yes,Yes,No,Healthy,Selangor,1,0,0,4.0,3
3229,1db76bd72,Dog,Sheni,5,Mixed Breed,Mixed Breed,Female,White,White,White,Medium,Short,Yes,Yes,Yes,Healthy,Selangor,1,0,0,5.0,3
3230,0025a8313,Cat,Simba,26,Domestic Medium Hair,Domestic Medium Hair,Female,Gray,Gray,Gray,Medium,Medium,Yes,Yes,No,Healthy,Selangor,1,0,0,2.0,4
3231,cb7bfedd5,Dog,Codename Spitzee,15,Spitz,Spitz,Male,White,White,White,Medium,Long,NA,NA,NA,Healthy,Selangor,1,0,0,2.0,2
3232,4103336dd,Dog,Trouve,8,Poodle,Mixed Breed,Male,White,White,White,Medium,Medium,NA,NA,NA,Healthy,Kuala Lumpur,1,0,0,1.0,2
3233,2e417850b,Cat,Snowy & Brownie,7,Persian,Domestic Short Hair,Mixed,Brown,White,White,Medium,Medium,Yes,Yes,No,Healthy,Kuala Lumpur,2,250,0,16.0,2
3234,3ba7056bb,Dog,Jacoba,1,Mixed Breed,Mixed Breed,Male,Brown,Brown,Brown,Medium,Short,NA,Yes,No,Healthy,Selangor,1,0,0,2.0,2
3235,bbf3097d0,Cat,Ti-ara,2,Siamese,Siamese,Female,Brown,Brown,Brown,Medium,Short,No,No,No,Healthy,Selangor,1,0,0,3.0,1
3236,ad8b02fcc,Dog,Blackie,3,Mixed Breed,Mixed Breed,Female,Black,Black,Black,Medium,Short,No,Yes,No,Healthy,Selangor,1,0,0,3.0,2
3237,5f3a4dab0,Cat,Mimiko,4,Domestic Medium Hair,Domestic Medium Hair,Female,Black,White,White,Medium,Medium,Yes,Yes,No,Healthy,Pahang,1,0,0,7.0,3
3238,fe9e5aa06,Cat,Landlord,8,Domestic Medium Hair,Domestic Medium Hair,Female,Black,Brown,Cream,Medium,Medium,NA,NA,Yes,Healthy,Selangor,1,0,0,2.0,1
3239,4891fdacd,Dog,Still Water,72,Bull Terrier,Bull Terrier,Male,Black,Brown,White,Large,Short,Yes,Yes,Yes,Healthy,Selangor,1,0,0,1.0,4
3240,88819fc55,Cat,Donnie,24,Domestic Short Hair,Domestic Short Hair,Male,Gray,White,White,Medium,Short,No,No,Yes,Healthy,Selangor,1,0,0,1.0,4
3241,0d551fb5b,Dog,Gao Gao,96,Mixed Breed,Mixed Breed,Male,Black,Black,Black,Small,Short,Yes,Yes,Yes,Healthy,Pulau Pinang,1,0,0,1.0,4
3242,99c7658be,Dog,Boy,12,Mixed Breed,Mixed Breed,Male,Cream,Cream,Cream,Medium,Short,NA,NA,NA,Healthy,Selangor,1,0,0,2.0,1
3243,0243911ea,Dog,Lala Girl,3,Mixed Breed,Mixed Breed,Female,Cream,White,White,Medium,Medium,No,Yes,No,Healthy,Kuala Lumpur,1,0,0,2.0,4
3244,00eca0391,Cat,Sudu,7,Tabby,Tabby,Male,Black,Gray,White,Small,Short,Yes,Yes,Yes,Healthy,Selangor,1,100,0,5.0,4
3245,45c0c9a1f,Cat,Camie & Whitebeard,1,Domestic Short Hair,Domestic Short Hair,Mixed,Black,Yellow,White,Small,Short,No,No,No,Healthy,Kuala Lumpur,2,0,1,5.0,1
3246,296bafb6e,Cat,Still Water,1,Domestic Short Hair,Siamese,Mixed,Black,Gray,White,Small,Short,No,No,No,Healthy,Johor,3,0,0,4.0,3
3247,4fd755cc6,Cat,Ami,14,Domestic Short Hair,Domestic Short Hair,Female,Black,Brown,Brown,Medium,Short,No,No,Yes,Healthy,Kuala Lumpur,1,0,0,3.0,4
3248,865ee6652,Dog,Angel,6,Mixed Breed,Mixed Breed,Female,Brown,White,White,Medium,Medium,Yes,Yes,Yes,Minor Injury,Selangor,1,0,0,6.0,3
3249,c3e1f5f86,Dog,Jo Jo,2,Mixed Breed,Mixed Breed,Female,Brown,Brown,Brown,Medium,Short,Yes,Yes,No,Healthy,Selangor,1,0,0,10.0,3
3250,171af089c,Cat,NICKHUN,5,Siamese,Siamese,Male,Brown,Brown,Brown,Medium,Medium,No,No,No,Minor Injury,Selangor,1,0,0,3.0,1
3251,c2816bdff,Cat,Elsa,24,Siamese,Domestic Short Hair,Female,Brown,Cream,Cream,Small,Short,Yes,NA,Yes,Healthy,Selangor,1,0,0,3.0,1
3252,7678afa65,Cat,Leo Loki Lexy Lola,5,Domestic Short Hair,Domestic Short Hair,Mixed,Yellow,Cream,White,Small,Short,No,No,NA,Healthy,Selangor,4,0,0,1.0,4
3253,25eec77c6,Cat,Tabby,12,Bobtail,Bobtail,Female,Black,Brown,Gray,Medium,Short,No,Yes,No,Healthy,Selangor,1,0,0,3.0,2
3254,39c02e302,Dog,Tammy,13,Mixed Breed,Mixed Breed,Female,Black,Brown,Brown,Medium,Short,Yes,Yes,Yes,Healthy,Kuala Lumpur,1,0,0,3.0,2
3255,12c4ed873,Dog,Ka-eL,2,Poodle,Schnauzer,Male,Brown,Brown,Brown,Small,Medium,No,Yes,No,Healthy,Selangor,1,450,0,3.0,1
3256,88a264f0d,Cat,Spencer,3,Domestic Short Hair,Domestic Short Hair,Male,Black,White,White,Medium,Short,Yes,Yes,No,Healthy,Selangor,1,120,0,4.0,2
3257,ab0609017,Dog,Coco,48,Pug,Shih Tzu,Male,Black,Brown,Cream,Small,Short,Yes,Yes,No,Healthy,Selangor,1,0,0,3.0,4
